保険者番号,独自サービス種類コード,独自サービス項目コード,適用開始年月,適用終了年月,独自サービス名称,単位数,算定単位,制限日数回数,算定回数制限期間,支給限度額対象区分,予備項目,給付率,利用者負担額,事業対象者実施区分,要支援１受給者実施区分,要支援２受給者実施区分,要介護１受給者実施区分,要介護２受給者実施区分,要介護３受給者実施区分,要介護４受給者実施区分,要介護５受給者実施区分,国保連合会委託区分,作成年月日
122374,A3,1062,202210,202405,訪問型サービスAベースアップ等支援加算(１割負担),24,3,,,,,90,,2,2,2,,,,,,1,20221001
122374,A3,1063,202210,202405,訪問型サービスAベースアップ等支援加算(２割負担),24,3,,,,,80,,2,2,2,,,,,,1,20221001
122374,A3,1064,202210,202405,訪問型サービスAベースアップ等支援加算(３割負担),24,3,,,,,70,,2,2,2,,,,,,1,20221001
122374,A3,8310,202104,202109,訪問型サービスA令和３年９月３０日までの上乗せ分,1,3,,,3,,90,,2,2,2,,,,,,1,20210401
122374,A3,8311,202104,202109,訪問型サービスA令和３年９月３０日までの上乗せ分,1,3,,,3,,80,,2,2,2,,,,,,1,20210401
122374,A3,8312,202104,202109,訪問型サービスA令和３年９月３０日までの上乗せ分,1,3,,,3,,70,,2,2,2,,,,,,1,20210401
122374,A7,1001,202404,999999,通所型サービスAⅠ(１割負担),1529,3,,,3,,90,,2,2,2,,,,,,1,20191001
122374,A7,1001,201910,202403,通所型サービスAⅠ(１割負担),1400,3,,,3,,90,,2,2,2,,,,,,1,20191001
122374,A7,1001,201805,201909,通所型サービスAⅠ(１割負担),1372,3,,,3,,90,,2,2,2,,,,,,1,20180501
122374,A7,1002,202404,999999,通所型サービスAⅠ(２割負担),1529,3,,,3,,80,,2,2,2,,,,,,1,20191001
122374,A7,1002,201910,202403,通所型サービスAⅠ(２割負担),1400,3,,,3,,80,,2,2,2,,,,,,1,20191001
122374,A7,1002,201805,201909,通所型サービスAⅠ(２割負担),1372,3,,,3,,80,,2,2,2,,,,,,1,20180501
122374,A7,1003,202404,999999,通所型サービスAⅠ(３割負担),1529,3,,,3,,70,,2,2,2,,,,,,1,20191001
122374,A7,1003,201910,202403,通所型サービスAⅠ(３割負担),1400,3,,,3,,70,,2,2,2,,,,,,1,20191001
122374,A7,1003,201808,201909,通所型サービスAⅠ(３割負担),1372,3,,,3,,70,,2,2,2,,,,,,1,20180801
122374,A7,1101,202404,999999,通所型サービスAⅠ日割(１割負担),50,2,,,3,,90,,2,2,2,,,,,,1,20191001
122374,A7,1101,201910,202403,通所型サービスAⅠ日割(１割負担),46,2,,,3,,90,,2,2,2,,,,,,1,20191001
122374,A7,1101,201805,201909,通所型サービスAⅠ日割(１割負担),45,2,,,3,,90,,2,2,2,,,,,,1,20180501
122374,A7,1102,202404,999999,通所型サービスAⅠ日割(２割負担),50,2,,,3,,80,,2,2,2,,,,,,1,20191001
122374,A7,1102,201910,202403,通所型サービスAⅠ日割(２割負担),46,2,,,3,,80,,2,2,2,,,,,,1,20191001
122374,A7,1102,201805,201909,通所型サービスAⅠ日割(２割負担),45,2,,,3,,80,,2,2,2,,,,,,1,20180501
122374,A7,1103,202404,999999,通所型サービスAⅠ日割(３割負担),50,2,,,3,,70,,2,2,2,,,,,,1,20191001
122374,A7,1103,201910,202403,通所型サービスAⅠ日割(３割負担),46,2,,,3,,70,,2,2,2,,,,,,1,20191001
122374,A7,1103,201808,201909,通所型サービスAⅠ日割(３割負担),45,2,,,3,,70,,2,2,2,,,,,,1,20180801
122374,A7,1011,202404,999999,通所型サービスAⅡ(１割負担),3080,3,,,3,,90,,1,1,2,,,,,,1,20191001
122374,A7,1011,201910,202403,通所型サービスAⅡ(１割負担),2871,3,,,3,,90,,1,1,2,,,,,,1,20191001
122374,A7,1011,201805,201909,通所型サービスAⅡ(１割負担),2813,3,,,3,,90,,1,1,2,,,,,,1,20180501
122374,A7,1012,202404,999999,通所型サービスAⅡ(２割負担),3080,3,,,3,,80,,1,1,2,,,,,,1,20191001
122374,A7,1012,201910,202403,通所型サービスAⅡ(２割負担),2871,3,,,3,,80,,1,1,2,,,,,,1,20191001
122374,A7,1012,201805,201909,通所型サービスAⅡ(２割負担),2813,3,,,3,,80,,1,1,2,,,,,,1,20180501
122374,A7,1013,202404,999999,通所型サービスAⅡ(３割負担),3080,3,,,3,,70,,1,1,2,,,,,,1,20191001
122374,A7,1013,201910,202403,通所型サービスAⅡ(３割負担),2871,3,,,3,,70,,1,1,2,,,,,,1,20191001
122374,A7,1013,201808,201909,通所型サービスAⅡ(３割負担),2813,3,,,3,,70,,1,1,2,,,,,,1,20180801
122374,A7,1111,202404,999999,通所型サービスAⅡ日割(１割負担),101,2,,,3,,90,,1,1,2,,,,,,1,20191001
122374,A7,1111,201910,202403,通所型サービスAⅡ日割(１割負担),94,2,,,3,,90,,1,1,2,,,,,,1,20191001
122374,A7,1111,201805,201909,通所型サービスAⅡ日割(１割負担),92,2,,,3,,90,,1,1,2,,,,,,1,20180501
122374,A7,1112,202404,999999,通所型サービスAⅡ日割(２割負担),101,2,,,3,,80,,1,1,2,,,,,,1,20191001
122374,A7,1112,201910,202403,通所型サービスAⅡ日割(２割負担),94,2,,,3,,80,,1,1,2,,,,,,1,20191001
122374,A7,1112,201805,201909,通所型サービスAⅡ日割(２割負担),92,2,,,3,,80,,1,1,2,,,,,,1,20180501
122374,A7,1113,202404,999999,通所型サービスAⅡ日割(３割負担),101,2,,,3,,70,,1,1,2,,,,,,1,20191001
122374,A7,1113,201910,202403,通所型サービスAⅡ日割(３割負担),94,2,,,3,,70,,1,1,2,,,,,,1,20191001
122374,A7,1113,201808,201909,通所型サービスAⅡ日割(３割負担),92,2,,,3,,70,,1,1,2,,,,,,1,20180801
122374,A7,1031,201805,202405,通所型サービスA処遇改善加算Ⅰ(１割負担),59,3,,,,,90,,2,2,2,,,,,,1,20180501
122374,A7,1032,201805,202405,通所型サービスA処遇改善加算Ⅰ(２割負担),59,3,,,,,80,,2,2,2,,,,,,1,20180501
122374,A7,1033,201805,202405,通所型サービスA処遇改善加算Ⅱ(１割負担),43,3,,,,,90,,2,2,2,,,,,,1,20180501
122374,A7,1034,201805,202405,通所型サービスA処遇改善加算Ⅱ(２割負担),43,3,,,,,80,,2,2,2,,,,,,1,20180501
122374,A7,1035,201805,202405,通所型サービスA処遇改善加算Ⅲ(１割負担),23,3,,,,,90,,2,2,2,,,,,,1,20180501
122374,A7,1036,201805,202405,通所型サービスA処遇改善加算Ⅲ(２割負担),23,3,,,,,80,,2,2,2,,,,,,1,20180501
122374,A7,1037,201805,202203,通所型サービスA処遇改善加算Ⅳ(１割負担),90,3,,,,,90,,2,2,2,,,,,,1,20180501
122374,A7,1038,201805,202203,通所型サービスA処遇改善加算Ⅳ(２割負担),90,3,,,,,80,,2,2,2,,,,,,1,20180501
122374,A7,1039,201805,202203,通所型サービスA処遇改善加算Ⅴ(１割負担),80,3,,,,,90,,2,2,2,,,,,,1,20180501
122374,A7,1040,201805,202203,通所型サービスA処遇改善加算Ⅴ(２割負担),80,3,,,,,80,,2,2,2,,,,,,1,20180501
122374,A7,1041,201808,202405,通所型サービスA処遇改善加算Ⅰ(３割負担),59,3,,,,,70,,2,2,2,,,,,,1,20180801
122374,A7,1042,201808,202405,通所型サービスA処遇改善加算Ⅱ(３割負担),43,3,,,,,70,,2,2,2,,,,,,1,20180801
122374,A7,1043,201808,202405,通所型サービスA処遇改善加算Ⅲ(３割負担),23,3,,,,,70,,2,2,2,,,,,,1,20180801
122374,A7,1044,201808,202203,通所型サービスA処遇改善加算Ⅳ(３割負担),90,3,,,,,70,,2,2,2,,,,,,1,20180801
122374,A7,1045,201808,202203,通所型サービスA処遇改善加算Ⅴ(３割負担),80,3,,,,,70,,2,2,2,,,,,,1,20180801
122374,A7,1046,201910,202405,通所型サービスA特定処遇改善加算Ⅰ(１割負担),12,3,,,,,90,,2,2,2,,,,,,1,20191001
122374,A7,1047,201910,202405,通所型サービスA特定処遇改善加算Ⅰ(２割負担),12,3,,,,,80,,2,2,2,,,,,,1,20191001
122374,A7,1048,201910,202405,通所型サービスA特定処遇改善加算Ⅰ(３割負担),12,3,,,,,70,,2,2,2,,,,,,1,20191001
122374,A7,1049,201910,202405,通所型サービスA特定処遇改善加算Ⅱ(１割負担),10,3,,,,,90,,2,2,2,,,,,,1,20191001
122374,A7,1050,201910,202405,通所型サービスA特定処遇改善加算Ⅱ(２割負担),10,3,,,,,80,,2,2,2,,,,,,1,20191001
122374,A7,1051,201910,202405,通所型サービスA特定処遇改善加算Ⅱ(３割負担),10,3,,,,,70,,2,2,2,,,,,,1,20191001
122374,A7,1052,202210,202405,通所型サービスAベースアップ等支援加算(１割負担),11,3,,,,,90,,2,2,2,,,,,,1,20221001
122374,A7,1053,202210,202405,通所型サービスAベースアップ等支援加算(２割負担),11,3,,,,,80,,2,2,2,,,,,,1,20221001
122374,A7,1054,202210,202405,通所型サービスAベースアップ等支援加算(３割負担),11,3,,,,,70,,2,2,2,,,,,,1,20221001
122374,A7,1021,202104,999999,通所型サービスC(１割負担),436,1,,,3,,90,,2,2,2,,,,,,1,20210401
122374,A7,1021,201910,202103,通所型サービスC(１割負担),432,1,,,3,,90,,2,2,2,,,,,,1,20191001
122374,A7,1021,201805,201909,通所型サービスC(１割負担),430,1,,,3,,90,,2,2,2,,,,,,1,20180501
122374,A7,1022,202104,999999,通所型サービスC(２割負担),436,1,,,3,,80,,2,2,2,,,,,,1,20210401
122374,A7,1022,201910,202103,通所型サービスC(２割負担),432,1,,,3,,80,,2,2,2,,,,,,1,20191001
122374,A7,1022,201805,201909,通所型サービスC(２割負担),430,1,,,3,,80,,2,2,2,,,,,,1,20180501
122374,A7,1023,202104,999999,通所型サービスC(３割負担),436,1,,,3,,70,,2,2,2,,,,,,1,20210401
122374,A7,1023,201910,202103,通所型サービスC(３割負担),432,1,,,3,,70,,2,2,2,,,,,,1,20191001
122374,A7,1023,201808,201909,通所型サービスC(３割負担),430,1,,,3,,70,,2,2,2,,,,,,1,20180801
122374,A7,8310,202104,202109,通所型サービス令和３年９月３０日までの上乗せ分,1,3,,,3,,90,,2,2,2,,,,,,1,20210401
122374,A7,8311,202104,202109,通所型サービス令和３年９月３０日までの上乗せ分,1,3,,,3,,80,,2,2,2,,,,,,1,20210401
122374,A7,8312,202104,202109,通所型サービス令和３年９月３０日までの上乗せ分,1,3,,,3,,70,,2,2,2,,,,,,1,20210401
122374,AF,1001,202404,999999,ケアマネジメントA,442,3,,,,,100,,2,2,2,1,1,1,1,1,1,20240401
122374,AF,1001,202104,202403,ケアマネジメントA,438,3,,,,,100,,2,2,2,1,1,1,1,1,1,20210401
122374,AF,1001,201910,202103,ケアマネジメントA,431,3,,,3,,100,,2,2,2,,,,,,1,20191001
122374,AF,1001,201602,201909,ケアマネジメントA,430,3,,,3,,100,,2,2,2,,,,,,1,20160201
122374,AF,1005,202404,999999,ケアマネジメントA（減算有・高齢者）,438,3,,,,,100,,2,2,2,1,1,1,1,1,1,20240401
122374,AF,1006,202404,999999,ケアマネジメントA（減算有・高齢者及び業務継続）,434,3,,,,,100,,2,2,2,1,1,1,1,1,1,20240401
122374,AF,1007,202404,999999,ケアマネジメントA（減算有・業務継続）,438,3,,,,,100,,2,2,2,1,1,1,1,1,1,20240401
122374,AF,1002,202104,202403,ケアマネジメントA＋初回加算,738,3,,,,,100,,2,2,2,1,1,1,1,1,1,20210401
122374,AF,1002,201910,202103,ケアマネジメントA＋初回加算,731,3,,,3,,100,,2,2,2,,,,,,1,20191001
122374,AF,1002,201602,201909,ケアマネジメントA＋初回加算,730,3,,,3,,100,,2,2,2,,,,,,1,20160201
122374,AF,1003,202104,202403,ケアマネジメントA＋委託連携加算,738,3,,,,,100,,2,2,2,1,1,1,1,1,1,20210401
122374,AF,1003,201910,202103,ケアマネジメントA＋小規模多機能連携加算,731,3,,,3,,100,,2,2,2,,,,,,1,20191001
122374,AF,1003,201904,201909,ケアマネジメントA＋小規模多機能連携加算,730,3,,,3,,100,,2,2,2,,,,,,1,20190318
122374,AF,1004,202104,202403,ケアマネジメントA＋初回加算＋委託連携加算,1038,3,,,,,100,,2,2,2,1,1,1,1,1,1,20210401
122374,AF,1004,201910,202103,ケアマネジメントA＋初回加算＋小規模多機能連携加算,1031,3,,,3,,100,,2,2,2,,,,,,1,20191001
122374,AF,1004,201904,201909,ケアマネジメントA＋初回加算＋小規模多機能連携加算,1030,3,,,3,,100,,2,2,2,,,,,,1,20190318
122374,AF,2003,202404,999999,ケアマネジメントB,442,3,,,,,100,,2,2,2,1,1,1,1,1,1,20240401
122374,AF,2004,202404,999999,ケアマネジメントB（減算有・高齢者）,438,3,,,,,100,,2,2,2,1,1,1,1,1,1,20240401
122374,AF,2005,202404,999999,ケアマネジメントB（減算有・高齢者及び業務継続）,434,3,,,,,100,,2,2,2,1,1,1,1,1,1,20240401
122374,AF,2006,202404,999999,ケアマネジメントB（減算有・業務継続）,438,3,,,,,100,,2,2,2,1,1,1,1,1,1,20240401
122374,AF,2001,202104,202403,ケアマネジメントB（２月目以降）,378,3,,,,,100,,2,2,2,1,1,1,1,1,1,20210401
122374,AF,2001,201904,202103,ケアマネジメントＢ（２月目以降）,372,3,,,3,,100,,2,2,2,,,,,,1,20190318
122374,AF,2002,202104,202403,ケアマネジメントB(初回月)＋初回加算,738,3,,,,,100,,2,2,2,1,1,1,1,1,1,20210401
122374,AF,2002,201910,202103,ケアマネジメントＢ(初回月)＋初回加算,731,3,,,3,,100,,2,2,2,,,,,,1,20191001
122374,AF,8310,202104,202109,ケアマネジメント令和３年９月３０日までの上乗せ分,1,3,,,,,100,,2,2,2,1,1,1,1,1,1,20210401
122374,AF,2002,201904,201909,ケアマネジメントＢ(初回月)＋初回加算,730,3,,,3,,100,,2,2,2,,,,,,1,20190318
122374,AF,3001,202404,999999,ケアマネジメント初回加算,300,3,,,,,100,,2,2,2,1,1,1,1,1,1,20240401
122374,AF,3002,202404,999999,ケアマネジメント委託連携加算,300,3,,,,,100,,2,2,2,1,1,1,1,1,1,20240401
122374,AF,5001,202606,999999,介護予防ケアマネジメント処遇改善加算１,9,3,,,,,100,,2,2,2,1,1,1,1,1,1,20260601
122374,AF,5002,202606,999999,介護予防ケアマネジメント処遇改善加算２,15,3,,,,,100,,2,2,2,1,1,1,1,1,1,20260601
122374,AF,5003,202606,999999,介護予防ケアマネジメント処遇改善加算３,16,3,,,,,100,,2,2,2,1,1,1,1,1,1,20260601
122374,AF,5004,202606,999999,介護予防ケアマネジメント処遇改善加算４,22,3,,,,,100,,2,2,2,1,1,1,1,1,1,20260601
